pairs	Predictions	Scores
Staphylococcus_haemolyticus:PG-2021_43	1	1
Staphylococcus_hominis:PG-2021_43	0	0
Staphylococcus_hyicus:PG-2021_43	0	0
Staphylococcus_kloosii:PG-2021_43	1	1
Staphylococcus_lentus:PG-2021_43	1	1
Staphylococcus_lugdunensis:PG-2021_43	0	0
Staphylococcus_nepalensis:PG-2021_43	0	0
Staphylococcus_pasteuri:PG-2021_43	0	0
Staphylococcus_pettenkoferi:PG-2021_43	0	0
Staphylococcus_pseudintermedius:PG-2021_43	0	0
Staphylococcus_saprophyticus:PG-2021_43	0	0
Staphylococcus_schleiferi:PG-2021_43	0	0
Staphylococcus_sciuri:PG-2021_43	1	1
Staphylococcus_succinus:PG-2021_43	0	0
Staphylococcus_vitulinus:PG-2021_43	1	1
Staphylococcus_warneri:PG-2021_43	0	0
Staphylococcus_xylosus:PG-2021_43	1	1
Staphylococcus_arlettae:PG-2021_46	0	0
Staphylococcus_aureus:PG-2021_46	0	0
Staphylococcus_auricularis:PG-2021_46	0	0
Staphylococcus_capitis:PG-2021_46	0	0
Staphylococcus_caprae:PG-2021_46	0	0
Staphylococcus_chromogenes:PG-2021_46	0	0
Staphylococcus_cohnii:PG-2021_46	0	0
Staphylococcus_epidermidis:PG-2021_46	1	1
Staphylococcus_equorum:PG-2021_46	0	0
Staphylococcus_fleuretti:PG-2021_46	0	0
Staphylococcus_haemolyticus:PG-2021_46	1	1
Staphylococcus_hominis:PG-2021_46	0	0
Staphylococcus_hyicus:PG-2021_46	0	0
Staphylococcus_kloosii:PG-2021_46	0	0
Staphylococcus_lentus:PG-2021_46	0	0
Staphylococcus_lugdunensis:PG-2021_46	0	0
Staphylococcus_nepalensis:PG-2021_46	0	0
Staphylococcus_pasteuri:PG-2021_46	0	0
Staphylococcus_pettenkoferi:PG-2021_46	0	0
Staphylococcus_pseudintermedius:PG-2021_46	0	0
Staphylococcus_saprophyticus:PG-2021_46	0	0
Staphylococcus_schleiferi:PG-2021_46	1	1
Staphylococcus_sciuri:PG-2021_46	1	1
Staphylococcus_succinus:PG-2021_46	0	0
Staphylococcus_vitulinus:PG-2021_46	1	1
Staphylococcus_warneri:PG-2021_46	0	0
Staphylococcus_xylosus:PG-2021_46	0	0
Staphylococcus_arlettae:PG-2021_47	0	0
Staphylococcus_aureus:PG-2021_47	1	1
Staphylococcus_auricularis:PG-2021_47	0	0
Staphylococcus_capitis:PG-2021_47	1	1
Staphylococcus_caprae:PG-2021_47	0	0
Staphylococcus_chromogenes:PG-2021_47	1	1
Staphylococcus_cohnii:PG-2021_47	1	1
Staphylococcus_epidermidis:PG-2021_47	1	1
Staphylococcus_equorum:PG-2021_47	1	1
Staphylococcus_fleuretti:PG-2021_47	0	0
Staphylococcus_haemolyticus:PG-2021_47	0	0
Staphylococcus_hominis:PG-2021_47	0	0
Staphylococcus_hyicus:PG-2021_47	0	0
Staphylococcus_kloosii:PG-2021_47	0	0
Staphylococcus_lentus:PG-2021_47	0	0
Staphylococcus_lugdunensis:PG-2021_47	1	1
Staphylococcus_nepalensis:PG-2021_47	0	0
Staphylococcus_pasteuri:PG-2021_47	0	0
Staphylococcus_pettenkoferi:PG-2021_47	0	0
Staphylococcus_pseudintermedius:PG-2021_47	0	0
Staphylococcus_saprophyticus:PG-2021_47	0	0
Staphylococcus_schleiferi:PG-2021_47	1	1
Staphylococcus_sciuri:PG-2021_47	0	0
Staphylococcus_succinus:PG-2021_47	1	1
Staphylococcus_vitulinus:PG-2021_47	1	1
Staphylococcus_warneri:PG-2021_47	0	0
Staphylococcus_xylosus:PG-2021_47	1	1
Staphylococcus_arlettae:PG-2021_4	0	0
Staphylococcus_aureus:PG-2021_4	1	1
Staphylococcus_auricularis:PG-2021_4	0	0
Staphylococcus_capitis:PG-2021_4	0	0
Staphylococcus_caprae:PG-2021_4	0	0
Staphylococcus_chromogenes:PG-2021_4	0	0
Staphylococcus_cohnii:PG-2021_4	0	0
Staphylococcus_epidermidis:PG-2021_4	1	1
Staphylococcus_equorum:PG-2021_4	0	0
Staphylococcus_fleuretti:PG-2021_4	0	0
Staphylococcus_haemolyticus:PG-2021_4	0	0
Staphylococcus_hominis:PG-2021_4	0	0
Staphylococcus_hyicus:PG-2021_4	0	0
Staphylococcus_kloosii:PG-2021_4	0	0
Staphylococcus_lentus:PG-2021_4	0	0
Staphylococcus_lugdunensis:PG-2021_4	0	0
Staphylococcus_nepalensis:PG-2021_4	0	0
Staphylococcus_pasteuri:PG-2021_4	0	0
Staphylococcus_pettenkoferi:PG-2021_4	0	0
Staphylococcus_pseudintermedius:PG-2021_4	0	0
Staphylococcus_saprophyticus:PG-2021_4	0	0
Staphylococcus_schleiferi:PG-2021_4	0	0
Staphylococcus_sciuri:PG-2021_4	1	1
Staphylococcus_succinus:PG-2021_4	0	0
Staphylococcus_vitulinus:PG-2021_4	0	0
Staphylococcus_warneri:PG-2021_4	0	0
Staphylococcus_xylosus:PG-2021_4	0	0
Staphylococcus_arlettae:PG-2021_5	0	0
Staphylococcus_aureus:PG-2021_5	0	0
Staphylococcus_auricularis:PG-2021_5	0	0
Staphylococcus_capitis:PG-2021_5	0	0
Staphylococcus_caprae:PG-2021_5	1	1
Staphylococcus_chromogenes:PG-2021_5	0	0
Staphylococcus_cohnii:PG-2021_5	0	0
Staphylococcus_epidermidis:PG-2021_5	1	1
Staphylococcus_equorum:PG-2021_5	0	0
Staphylococcus_fleuretti:PG-2021_5	0	0
Staphylococcus_haemolyticus:PG-2021_5	0	0
Staphylococcus_hominis:PG-2021_5	0	0
Staphylococcus_hyicus:PG-2021_5	0	0
Staphylococcus_kloosii:PG-2021_5	0	0
Staphylococcus_lentus:PG-2021_5	0	0
Staphylococcus_lugdunensis:PG-2021_5	1	1
Staphylococcus_nepalensis:PG-2021_5	0	0
Staphylococcus_pasteuri:PG-2021_5	0	0
Staphylococcus_pettenkoferi:PG-2021_5	0	0
Staphylococcus_pseudintermedius:PG-2021_5	0	0
Staphylococcus_saprophyticus:PG-2021_5	0	0
Staphylococcus_schleiferi:PG-2021_5	1	1
Staphylococcus_sciuri:PG-2021_5	1	1
Staphylococcus_succinus:PG-2021_5	0	0
Staphylococcus_vitulinus:PG-2021_5	0	0
Staphylococcus_warneri:PG-2021_5	0	0
Staphylococcus_xylosus:PG-2021_5	0	0
Staphylococcus_arlettae:PG-2021_64	0	0
Staphylococcus_aureus:PG-2021_64	1	1
Staphylococcus_auricularis:PG-2021_64	1	1
Staphylococcus_capitis:PG-2021_64	1	1
Staphylococcus_caprae:PG-2021_64	0	0
Staphylococcus_chromogenes:PG-2021_64	1	1
Staphylococcus_cohnii:PG-2021_64	0	0
Staphylococcus_epidermidis:PG-2021_64	1	1
Staphylococcus_equorum:PG-2021_64	1	1
Staphylococcus_fleuretti:PG-2021_64	0	0
Staphylococcus_haemolyticus:PG-2021_64	0	0
Staphylococcus_hominis:PG-2021_64	0	0
Staphylococcus_hyicus:PG-2021_64	1	1
Staphylococcus_kloosii:PG-2021_64	1	1
Staphylococcus_lentus:PG-2021_64	0	0
Staphylococcus_lugdunensis:PG-2021_64	1	1
Staphylococcus_nepalensis:PG-2021_64	0	0
Staphylococcus_pasteuri:PG-2021_64	0	0
Staphylococcus_pettenkoferi:PG-2021_64	1	1
Staphylococcus_pseudintermedius:PG-2021_64	0	0
Staphylococcus_saprophyticus:PG-2021_64	0	0
Staphylococcus_schleiferi:PG-2021_64	1	1
Staphylococcus_sciuri:PG-2021_64	0	0
Staphylococcus_succinus:PG-2021_64	1	1
Staphylococcus_vitulinus:PG-2021_64	1	1
Staphylococcus_warneri:PG-2021_64	0	0
Staphylococcus_xylosus:PG-2021_64	1	1
Staphylococcus_arlettae:PG-2021_67	0	0
Staphylococcus_aureus:PG-2021_67	0	0
Staphylococcus_auricularis:PG-2021_67	0	0
Staphylococcus_capitis:PG-2021_67	0	0
Staphylococcus_caprae:PG-2021_67	0	0
Staphylococcus_chromogenes:PG-2021_67	0	0
Staphylococcus_cohnii:PG-2021_67	0	0
Staphylococcus_epidermidis:PG-2021_67	0	0
Staphylococcus_equorum:PG-2021_67	0	0
Staphylococcus_fleuretti:PG-2021_67	0	0
Staphylococcus_haemolyticus:PG-2021_67	0	0
Staphylococcus_hominis:PG-2021_67	0	0
Staphylococcus_hyicus:PG-2021_67	0	0
Staphylococcus_kloosii:PG-2021_67	1	1
Staphylococcus_lentus:PG-2021_67	0	0
Staphylococcus_lugdunensis:PG-2021_67	0	0
Staphylococcus_nepalensis:PG-2021_67	0	0
Staphylococcus_pasteuri:PG-2021_67	0	0
Staphylococcus_pettenkoferi:PG-2021_67	0	0
Staphylococcus_pseudintermedius:PG-2021_67	0	0
Staphylococcus_saprophyticus:PG-2021_67	0	0
Staphylococcus_schleiferi:PG-2021_67	0	0
Staphylococcus_sciuri:PG-2021_67	1	1
Staphylococcus_succinus:PG-2021_67	0	0
Staphylococcus_vitulinus:PG-2021_67	0	0
Staphylococcus_warneri:PG-2021_67	0	0
Staphylococcus_xylosus:PG-2021_67	0	0
Staphylococcus_arlettae:PG-2021_68	0	0
Staphylococcus_aureus:PG-2021_68	1	1
Staphylococcus_auricularis:PG-2021_68	0	0
Staphylococcus_capitis:PG-2021_68	0	0
Staphylococcus_caprae:PG-2021_68	0	0
Staphylococcus_chromogenes:PG-2021_68	0	0
Staphylococcus_cohnii:PG-2021_68	0	0
Staphylococcus_epidermidis:PG-2021_68	0	0
Staphylococcus_equorum:PG-2021_68	0	0
Staphylococcus_fleuretti:PG-2021_68	0	0
Staphylococcus_haemolyticus:PG-2021_68	0	0
Staphylococcus_hominis:PG-2021_68	0	0
Staphylococcus_hyicus:PG-2021_68	0	0
Staphylococcus_kloosii:PG-2021_68	1	1
Staphylococcus_lentus:PG-2021_68	0	0
Staphylococcus_lugdunensis:PG-2021_68	0	0
Staphylococcus_nepalensis:PG-2021_68	0	0
Staphylococcus_pasteuri:PG-2021_68	0	0
Staphylococcus_pettenkoferi:PG-2021_68	0	0
Staphylococcus_pseudintermedius:PG-2021_68	0	0
Staphylococcus_saprophyticus:PG-2021_68	0	0
Staphylococcus_schleiferi:PG-2021_68	0	0
Staphylococcus_sciuri:PG-2021_68	1	1
Staphylococcus_succinus:PG-2021_68	0	0
Staphylococcus_vitulinus:PG-2021_68	0	0
Staphylococcus_warneri:PG-2021_68	0	0
Staphylococcus_xylosus:PG-2021_68	0	0
Staphylococcus_arlettae:PG-2021_74	0	0
Staphylococcus_aureus:PG-2021_74	0	0
Staphylococcus_auricularis:PG-2021_74	0	0
Staphylococcus_capitis:PG-2021_74	0	0
Staphylococcus_caprae:PG-2021_74	1	1
Staphylococcus_chromogenes:PG-2021_74	0	0
Staphylococcus_cohnii:PG-2021_74	0	0
Staphylococcus_epidermidis:PG-2021_74	1	1
Staphylococcus_equorum:PG-2021_74	0	0
Staphylococcus_fleuretti:PG-2021_74	0	0
Staphylococcus_haemolyticus:PG-2021_74	0	0
Staphylococcus_hominis:PG-2021_74	0	0
Staphylococcus_hyicus:PG-2021_74	0	0
Staphylococcus_kloosii:PG-2021_74	0	0
Staphylococcus_lentus:PG-2021_74	0	0
Staphylococcus_lugdunensis:PG-2021_74	1	1
Staphylococcus_nepalensis:PG-2021_74	0	0
Staphylococcus_pasteuri:PG-2021_74	0	0
Staphylococcus_pettenkoferi:PG-2021_74	0	0
Staphylococcus_pseudintermedius:PG-2021_74	0	0
Staphylococcus_saprophyticus:PG-2021_74	0	0
Staphylococcus_schleiferi:PG-2021_74	1	1
Staphylococcus_sciuri:PG-2021_74	1	1
Staphylococcus_succinus:PG-2021_74	0	0
Staphylococcus_vitulinus:PG-2021_74	0	0
Staphylococcus_warneri:PG-2021_74	0	0
Staphylococcus_xylosus:PG-2021_74	0	0
Staphylococcus_arlettae:PG-2021_76	0	0
Staphylococcus_aureus:PG-2021_76	0	0
Staphylococcus_auricularis:PG-2021_76	0	0
Staphylococcus_capitis:PG-2021_76	0	0
Staphylococcus_caprae:PG-2021_76	0	0
Staphylococcus_chromogenes:PG-2021_76	0	0
Staphylococcus_cohnii:PG-2021_76	0	0
Staphylococcus_epidermidis:PG-2021_76	0	0
Staphylococcus_equorum:PG-2021_76	0	0
Staphylococcus_fleuretti:PG-2021_76	0	0
Staphylococcus_haemolyticus:PG-2021_76	0	0
Staphylococcus_hominis:PG-2021_76	0	0
Staphylococcus_hyicus:PG-2021_76	0	0
Staphylococcus_kloosii:PG-2021_76	1	1
Staphylococcus_lentus:PG-2021_76	1	1
Staphylococcus_lugdunensis:PG-2021_76	0	0
Staphylococcus_nepalensis:PG-2021_76	0	0
Staphylococcus_pasteuri:PG-2021_76	0	0
Staphylococcus_pettenkoferi:PG-2021_76	0	0
Staphylococcus_pseudintermedius:PG-2021_76	0	0
Staphylococcus_saprophyticus:PG-2021_76	0	0
Staphylococcus_schleiferi:PG-2021_76	1	1
Staphylococcus_sciuri:PG-2021_76	1	1
Staphylococcus_succinus:PG-2021_76	0	0
Staphylococcus_vitulinus:PG-2021_76	1	1
Staphylococcus_warneri:PG-2021_76	0	0
Staphylococcus_xylosus:PG-2021_76	1	1
Staphylococcus_arlettae:PG-2021_84	0	0
Staphylococcus_aureus:PG-2021_84	1	1
Staphylococcus_auricularis:PG-2021_84	0	0
Staphylococcus_capitis:PG-2021_84	1	1
Staphylococcus_caprae:PG-2021_84	0	0
Staphylococcus_chromogenes:PG-2021_84	1	1
Staphylococcus_cohnii:PG-2021_84	1	1
Staphylococcus_epidermidis:PG-2021_84	1	1
Staphylococcus_equorum:PG-2021_84	1	1
Staphylococcus_fleuretti:PG-2021_84	0	0
Staphylococcus_haemolyticus:PG-2021_84	0	0
Staphylococcus_hominis:PG-2021_84	0	0
Staphylococcus_hyicus:PG-2021_84	0	0
Staphylococcus_kloosii:PG-2021_84	0	0
Staphylococcus_lentus:PG-2021_84	0	0
Staphylococcus_lugdunensis:PG-2021_84	1	1
Staphylococcus_nepalensis:PG-2021_84	0	0
Staphylococcus_pasteuri:PG-2021_84	0	0
Staphylococcus_pettenkoferi:PG-2021_84	0	0
Staphylococcus_pseudintermedius:PG-2021_84	0	0
Staphylococcus_saprophyticus:PG-2021_84	0	0
Staphylococcus_schleiferi:PG-2021_84	1	1
Staphylococcus_sciuri:PG-2021_84	1	1
Staphylococcus_succinus:PG-2021_84	1	1
Staphylococcus_vitulinus:PG-2021_84	1	1
Staphylococcus_warneri:PG-2021_84	0	0
Staphylococcus_xylosus:PG-2021_84	1	1
Staphylococcus_arlettae:PG-2021_86	0	0
Staphylococcus_aureus:PG-2021_86	1	1
Staphylococcus_auricularis:PG-2021_86	1	1
Staphylococcus_capitis:PG-2021_86	1	1
Staphylococcus_caprae:PG-2021_86	0	0
Staphylococcus_chromogenes:PG-2021_86	1	1
Staphylococcus_cohnii:PG-2021_86	1	1
Staphylococcus_epidermidis:PG-2021_86	1	1
Staphylococcus_equorum:PG-2021_86	1	1
Staphylococcus_fleuretti:PG-2021_86	0	0
Staphylococcus_haemolyticus:PG-2021_86	0	0
Staphylococcus_hominis:PG-2021_86	0	0
Staphylococcus_hyicus:PG-2021_86	1	1
Staphylococcus_kloosii:PG-2021_86	1	1
Staphylococcus_lentus:PG-2021_86	0	0
Staphylococcus_lugdunensis:PG-2021_86	1	1
Staphylococcus_nepalensis:PG-2021_86	0	0
Staphylococcus_pasteuri:PG-2021_86	0	0
Staphylococcus_pettenkoferi:PG-2021_86	0	0
Staphylococcus_pseudintermedius:PG-2021_86	0	0
Staphylococcus_saprophyticus:PG-2021_86	0	0
Staphylococcus_schleiferi:PG-2021_86	1	1
Staphylococcus_sciuri:PG-2021_86	0	0
Staphylococcus_succinus:PG-2021_86	1	1
Staphylococcus_vitulinus:PG-2021_86	1	1
Staphylococcus_warneri:PG-2021_86	0	0
Staphylococcus_xylosus:PG-2021_86	1	1
Staphylococcus_arlettae:PG-2021_87	0	0
Staphylococcus_aureus:PG-2021_87	1	1
Staphylococcus_auricularis:PG-2021_87	0	0
Staphylococcus_capitis:PG-2021_87	1	1
Staphylococcus_caprae:PG-2021_87	0	0
Staphylococcus_chromogenes:PG-2021_87	1	1
Staphylococcus_cohnii:PG-2021_87	1	1
Staphylococcus_epidermidis:PG-2021_87	1	1
Staphylococcus_equorum:PG-2021_87	1	1
Staphylococcus_fleuretti:PG-2021_87	0	0
Staphylococcus_haemolyticus:PG-2021_87	0	0
Staphylococcus_hominis:PG-2021_87	0	0
Staphylococcus_hyicus:PG-2021_87	0	0
Staphylococcus_kloosii:PG-2021_87	0	0
Staphylococcus_lentus:PG-2021_87	1	1
Staphylococcus_lugdunensis:PG-2021_87	1	1
Staphylococcus_nepalensis:PG-2021_87	0	0
Staphylococcus_pasteuri:PG-2021_87	0	0
Staphylococcus_pettenkoferi:PG-2021_87	0	0
Staphylococcus_pseudintermedius:PG-2021_87	0	0
Staphylococcus_saprophyticus:PG-2021_87	0	0
Staphylococcus_schleiferi:PG-2021_87	1	1
Staphylococcus_sciuri:PG-2021_87	1	1
Staphylococcus_succinus:PG-2021_87	1	1
Staphylococcus_vitulinus:PG-2021_87	1	1
Staphylococcus_warneri:PG-2021_87	0	0
Staphylococcus_xylosus:PG-2021_87	1	1
Staphylococcus_arlettae:PG-2021_88	0	0
Staphylococcus_aureus:PG-2021_88	0	0
Staphylococcus_auricularis:PG-2021_88	0	0
Staphylococcus_capitis:PG-2021_88	0	0
Staphylococcus_caprae:PG-2021_88	0	0
Staphylococcus_chromogenes:PG-2021_88	0	0
Staphylococcus_cohnii:PG-2021_88	0	0
Staphylococcus_epidermidis:PG-2021_88	1	1
Staphylococcus_equorum:PG-2021_88	0	0
Staphylococcus_fleuretti:PG-2021_88	0	0
Staphylococcus_haemolyticus:PG-2021_88	0	0
Staphylococcus_hominis:PG-2021_88	0	0
Staphylococcus_hyicus:PG-2021_88	0	0
Staphylococcus_kloosii:PG-2021_88	0	0
Staphylococcus_lentus:PG-2021_88	0	0
Staphylococcus_lugdunensis:PG-2021_88	1	1
Staphylococcus_nepalensis:PG-2021_88	0	0
Staphylococcus_pasteuri:PG-2021_88	0	0
Staphylococcus_pettenkoferi:PG-2021_88	0	0
Staphylococcus_pseudintermedius:PG-2021_88	0	0
Staphylococcus_saprophyticus:PG-2021_88	0	0
Staphylococcus_schleiferi:PG-2021_88	1	1
Staphylococcus_sciuri:PG-2021_88	1	1
Staphylococcus_succinus:PG-2021_88	0	0
Staphylococcus_vitulinus:PG-2021_88	0	0
Staphylococcus_warneri:PG-2021_88	0	0
Staphylococcus_xylosus:PG-2021_88	0	0
Staphylococcus_arlettae:PG-2021_89	0	0
Staphylococcus_aureus:PG-2021_89	0	0
Staphylococcus_auricularis:PG-2021_89	0	0
Staphylococcus_capitis:PG-2021_89	0	0
Staphylococcus_caprae:PG-2021_89	0	0
Staphylococcus_chromogenes:PG-2021_89	0	0
Staphylococcus_cohnii:PG-2021_89	0	0
Staphylococcus_epidermidis:PG-2021_89	1	1
Staphylococcus_equorum:PG-2021_89	0	0
Staphylococcus_fleuretti:PG-2021_89	0	0
Staphylococcus_haemolyticus:PG-2021_89	0	0
Staphylococcus_hominis:PG-2021_89	0	0
Staphylococcus_hyicus:PG-2021_89	0	0
Staphylococcus_kloosii:PG-2021_89	0	0
Staphylococcus_lentus:PG-2021_89	0	0
Staphylococcus_lugdunensis:PG-2021_89	0	0
Staphylococcus_nepalensis:PG-2021_89	0	0
Staphylococcus_pasteuri:PG-2021_89	0	0
Staphylococcus_pettenkoferi:PG-2021_89	0	0
Staphylococcus_pseudintermedius:PG-2021_89	0	0
Staphylococcus_saprophyticus:PG-2021_89	0	0
Staphylococcus_schleiferi:PG-2021_89	0	0
Staphylococcus_sciuri:PG-2021_89	0	0
Staphylococcus_succinus:PG-2021_89	0	0
Staphylococcus_vitulinus:PG-2021_89	0	0
Staphylococcus_warneri:PG-2021_89	0	0
Staphylococcus_xylosus:PG-2021_89	0	0
Staphylococcus_arlettae:PG-2021_8	0	0
Staphylococcus_aureus:PG-2021_8	1	1
Staphylococcus_auricularis:PG-2021_8	1	1
Staphylococcus_capitis:PG-2021_8	1	1
Staphylococcus_caprae:PG-2021_8	0	0
Staphylococcus_chromogenes:PG-2021_8	1	1
Staphylococcus_cohnii:PG-2021_8	0	0
Staphylococcus_epidermidis:PG-2021_8	1	1
Staphylococcus_equorum:PG-2021_8	1	1
Staphylococcus_fleuretti:PG-2021_8	0	0
Staphylococcus_haemolyticus:PG-2021_8	0	0
Staphylococcus_hominis:PG-2021_8	0	0
Staphylococcus_hyicus:PG-2021_8	1	1
Staphylococcus_kloosii:PG-2021_8	1	1
Staphylococcus_lentus:PG-2021_8	0	0
Staphylococcus_lugdunensis:PG-2021_8	1	1
Staphylococcus_nepalensis:PG-2021_8	0	0
Staphylococcus_pasteuri:PG-2021_8	0	0
Staphylococcus_pettenkoferi:PG-2021_8	1	1
Staphylococcus_pseudintermedius:PG-2021_8	0	0
Staphylococcus_saprophyticus:PG-2021_8	0	0
Staphylococcus_schleiferi:PG-2021_8	1	1
Staphylococcus_sciuri:PG-2021_8	0	0
Staphylococcus_succinus:PG-2021_8	1	1
Staphylococcus_vitulinus:PG-2021_8	1	1
Staphylococcus_warneri:PG-2021_8	0	0
Staphylococcus_xylosus:PG-2021_8	1	1
Staphylococcus_arlettae:PG-2021_90	0	0
Staphylococcus_aureus:PG-2021_90	0	0
Staphylococcus_auricularis:PG-2021_90	0	0
Staphylococcus_capitis:PG-2021_90	0	0
Staphylococcus_caprae:PG-2021_90	0	0
Staphylococcus_chromogenes:PG-2021_90	0	0
Staphylococcus_cohnii:PG-2021_90	0	0
Staphylococcus_epidermidis:PG-2021_90	1	1
Staphylococcus_equorum:PG-2021_90	0	0
Staphylococcus_fleuretti:PG-2021_90	0	0
Staphylococcus_haemolyticus:PG-2021_90	0	0
Staphylococcus_hominis:PG-2021_90	0	0
Staphylococcus_hyicus:PG-2021_90	0	0
Staphylococcus_kloosii:PG-2021_90	0	0
Staphylococcus_lentus:PG-2021_90	0	0
Staphylococcus_lugdunensis:PG-2021_90	0	0
Staphylococcus_nepalensis:PG-2021_90	0	0
Staphylococcus_pasteuri:PG-2021_90	0	0
Staphylococcus_pettenkoferi:PG-2021_90	0	0
Staphylococcus_pseudintermedius:PG-2021_90	0	0
Staphylococcus_saprophyticus:PG-2021_90	0	0
Staphylococcus_schleiferi:PG-2021_90	0	0
Staphylococcus_sciuri:PG-2021_90	1	1
Staphylococcus_succinus:PG-2021_90	0	0
Staphylococcus_vitulinus:PG-2021_90	0	0
Staphylococcus_warneri:PG-2021_90	0	0
Staphylococcus_xylosus:PG-2021_90	0	0
Staphylococcus_arlettae:PG-2021_93	0	0
Staphylococcus_aureus:PG-2021_93	0	0
Staphylococcus_auricularis:PG-2021_93	0	0
Staphylococcus_capitis:PG-2021_93	0	0
Staphylococcus_caprae:PG-2021_93	0	0
Staphylococcus_chromogenes:PG-2021_93	0	0
Staphylococcus_cohnii:PG-2021_93	0	0
Staphylococcus_epidermidis:PG-2021_93	1	1
Staphylococcus_equorum:PG-2021_93	0	0
Staphylococcus_fleuretti:PG-2021_93	0	0
Staphylococcus_haemolyticus:PG-2021_93	0	0
Staphylococcus_hominis:PG-2021_93	0	0
Staphylococcus_hyicus:PG-2021_93	0	0
Staphylococcus_kloosii:PG-2021_93	0	0
Staphylococcus_lentus:PG-2021_93	0	0
Staphylococcus_lugdunensis:PG-2021_93	0	0
Staphylococcus_nepalensis:PG-2021_93	0	0
Staphylococcus_pasteuri:PG-2021_93	0	0
Staphylococcus_pettenkoferi:PG-2021_93	0	0
Staphylococcus_pseudintermedius:PG-2021_93	0	0
Staphylococcus_saprophyticus:PG-2021_93	0	0
Staphylococcus_schleiferi:PG-2021_93	0	0
Staphylococcus_sciuri:PG-2021_93	0	0
Staphylococcus_succinus:PG-2021_93	0	0
Staphylococcus_vitulinus:PG-2021_93	0	0
Staphylococcus_warneri:PG-2021_93	0	0
Staphylococcus_xylosus:PG-2021_93	0	0
Staphylococcus_arlettae:PG-2021_9	0	0
Staphylococcus_aureus:PG-2021_9	1	1
Staphylococcus_auricularis:PG-2021_9	0	0
Staphylococcus_capitis:PG-2021_9	1	1
Staphylococcus_caprae:PG-2021_9	0	0
Staphylococcus_chromogenes:PG-2021_9	1	1
Staphylococcus_cohnii:PG-2021_9	1	1
Staphylococcus_epidermidis:PG-2021_9	1	1
Staphylococcus_equorum:PG-2021_9	1	1
Staphylococcus_fleuretti:PG-2021_9	0	0
Staphylococcus_haemolyticus:PG-2021_9	0	0
Staphylococcus_hominis:PG-2021_9	0	0
Staphylococcus_hyicus:PG-2021_9	0	0
Staphylococcus_kloosii:PG-2021_9	1	1
Staphylococcus_lentus:PG-2021_9	1	1
Staphylococcus_lugdunensis:PG-2021_9	1	1
Staphylococcus_nepalensis:PG-2021_9	0	0
Staphylococcus_pasteuri:PG-2021_9	1	1
Staphylococcus_pettenkoferi:PG-2021_9	0	0
Staphylococcus_pseudintermedius:PG-2021_9	0	0
Staphylococcus_saprophyticus:PG-2021_9	0	0
Staphylococcus_schleiferi:PG-2021_9	1	1
Staphylococcus_sciuri:PG-2021_9	1	1
Staphylococcus_succinus:PG-2021_9	1	1
Staphylococcus_vitulinus:PG-2021_9	1	1
Staphylococcus_warneri:PG-2021_9	1	1
Staphylococcus_xylosus:PG-2021_9	1	1
