pairs	Predictions	Scores
MG592449.1:Vibrio sp. F13	0	0
MG592449.1:Vibrio splendidus	0	0
MG592449.1:Vibrio tasmaniensis	0	0
MG592449.1:Vibrio vulnificus	0	0
MG592450.1:Aliivibrio fischeri	0	0
MG592450.1:Enterovibrio norvegicus	0	0
MG592450.1:Shewanella sp. 10N.6	0	0
MG592450.1:Shewanella sp. 10N.7	0	0
MG592450.1:Vibrio alginolyticus	0	0
MG592450.1:Vibrio anguillarum	0	0
MG592450.1:Vibrio breoganii	1	1
MG592450.1:Vibrio cyclitrophicus	0	0
MG592450.1:Vibrio kanaloae	0	0
MG592450.1:Vibrio lentus	0	0
MG592450.1:Vibrio parahaemolyticus	0	0
MG592450.1:Vibrio sp. 10N.1	0	0
MG592450.1:Vibrio sp. 10N.2	0	0
MG592450.1:Vibrio sp. 10N.3	0	0
MG592450.1:Vibrio sp. 10N.4	0	0
MG592450.1:Vibrio sp. 10N.5	0	0
MG592450.1:Vibrio sp. F12	0	0
MG592450.1:Vibrio sp. F13	0	0
MG592450.1:Vibrio splendidus	0	0
MG592450.1:Vibrio tasmaniensis	0	0
MG592450.1:Vibrio vulnificus	0	0
MG592451.1:Aliivibrio fischeri	0	0
MG592451.1:Enterovibrio norvegicus	0	0
MG592451.1:Shewanella sp. 10N.6	0	0
MG592451.1:Shewanella sp. 10N.7	0	0
MG592451.1:Vibrio alginolyticus	0	0
MG592451.1:Vibrio anguillarum	0	0
MG592451.1:Vibrio breoganii	0	0
MG592451.1:Vibrio cyclitrophicus	0	0
MG592451.1:Vibrio kanaloae	0	0
MG592451.1:Vibrio lentus	0	0
MG592451.1:Vibrio parahaemolyticus	0	0
MG592451.1:Vibrio sp. 10N.1	0	0
MG592451.1:Vibrio sp. 10N.2	0	0
MG592451.1:Vibrio sp. 10N.3	0	0
MG592451.1:Vibrio sp. 10N.4	0	0
MG592451.1:Vibrio sp. 10N.5	0	0
MG592451.1:Vibrio sp. F12	1	1
MG592451.1:Vibrio sp. F13	0	0
MG592451.1:Vibrio splendidus	0	0
MG592451.1:Vibrio tasmaniensis	0	0
MG592451.1:Vibrio vulnificus	0	0
MG592452.1:Aliivibrio fischeri	0	0
MG592452.1:Enterovibrio norvegicus	0	0
MG592452.1:Shewanella sp. 10N.6	0	0
MG592452.1:Shewanella sp. 10N.7	1	1
MG592452.1:Vibrio alginolyticus	0	0
MG592452.1:Vibrio anguillarum	0	0
MG592452.1:Vibrio breoganii	0	0
MG592452.1:Vibrio cyclitrophicus	0	0
MG592452.1:Vibrio kanaloae	0	0
MG592452.1:Vibrio lentus	0	0
MG592452.1:Vibrio parahaemolyticus	0	0
MG592452.1:Vibrio sp. 10N.1	0	0
MG592452.1:Vibrio sp. 10N.2	0	0
MG592452.1:Vibrio sp. 10N.3	0	0
MG592452.1:Vibrio sp. 10N.4	0	0
MG592452.1:Vibrio sp. 10N.5	0	0
MG592452.1:Vibrio sp. F12	0	0
MG592452.1:Vibrio sp. F13	0	0
MG592452.1:Vibrio splendidus	0	0
MG592452.1:Vibrio tasmaniensis	0	0
MG592452.1:Vibrio vulnificus	0	0
MG592453.1:Aliivibrio fischeri	0	0
MG592453.1:Enterovibrio norvegicus	1	1
MG592453.1:Shewanella sp. 10N.6	0	0
MG592453.1:Shewanella sp. 10N.7	0	0
MG592453.1:Vibrio alginolyticus	0	0
MG592453.1:Vibrio anguillarum	0	0
MG592453.1:Vibrio breoganii	0	0
MG592453.1:Vibrio cyclitrophicus	0	0
MG592453.1:Vibrio kanaloae	0	0
MG592453.1:Vibrio lentus	0	0
MG592453.1:Vibrio parahaemolyticus	0	0
MG592453.1:Vibrio sp. 10N.1	0	0
MG592453.1:Vibrio sp. 10N.2	0	0
MG592453.1:Vibrio sp. 10N.3	0	0
MG592453.1:Vibrio sp. 10N.4	0	0
MG592453.1:Vibrio sp. 10N.5	0	0
MG592453.1:Vibrio sp. F12	0	0
MG592453.1:Vibrio sp. F13	0	0
MG592453.1:Vibrio splendidus	0	0
MG592453.1:Vibrio tasmaniensis	0	0
MG592453.1:Vibrio vulnificus	0	0
MG592454.1:Aliivibrio fischeri	0	0
MG592454.1:Enterovibrio norvegicus	0	0
MG592454.1:Shewanella sp. 10N.6	0	0
MG592454.1:Shewanella sp. 10N.7	0	0
MG592454.1:Vibrio alginolyticus	0	0
MG592454.1:Vibrio anguillarum	0	0
MG592454.1:Vibrio breoganii	0	0
MG592454.1:Vibrio cyclitrophicus	0	0
MG592454.1:Vibrio kanaloae	0	0
MG592454.1:Vibrio lentus	1	1
MG592454.1:Vibrio parahaemolyticus	0	0
MG592454.1:Vibrio sp. 10N.1	0	0
MG592454.1:Vibrio sp. 10N.2	0	0
MG592454.1:Vibrio sp. 10N.3	0	0
MG592454.1:Vibrio sp. 10N.4	0	0
MG592454.1:Vibrio sp. 10N.5	0	0
MG592454.1:Vibrio sp. F12	0	0
MG592454.1:Vibrio sp. F13	0	0
MG592454.1:Vibrio splendidus	0	0
MG592454.1:Vibrio tasmaniensis	0	0
MG592454.1:Vibrio vulnificus	0	0
MG592455.1:Aliivibrio fischeri	0	0
MG592455.1:Enterovibrio norvegicus	0	0
MG592455.1:Shewanella sp. 10N.6	0	0
MG592455.1:Shewanella sp. 10N.7	0	0
MG592455.1:Vibrio alginolyticus	0	0
MG592455.1:Vibrio anguillarum	0	0
MG592455.1:Vibrio breoganii	0	0
MG592455.1:Vibrio cyclitrophicus	1	1
MG592455.1:Vibrio kanaloae	1	1
MG592455.1:Vibrio lentus	1	1
MG592455.1:Vibrio parahaemolyticus	0	0
MG592455.1:Vibrio sp. 10N.1	0	0
MG592455.1:Vibrio sp. 10N.2	0	0
MG592455.1:Vibrio sp. 10N.3	0	0
MG592455.1:Vibrio sp. 10N.4	0	0
MG592455.1:Vibrio sp. 10N.5	0	0
MG592455.1:Vibrio sp. F12	1	1
MG592455.1:Vibrio sp. F13	0	0
MG592455.1:Vibrio splendidus	1	1
MG592455.1:Vibrio tasmaniensis	0	0
MG592455.1:Vibrio vulnificus	0	0
MG592456.1:Aliivibrio fischeri	0	0
MG592456.1:Enterovibrio norvegicus	0	0
MG592456.1:Shewanella sp. 10N.6	1	1
MG592456.1:Shewanella sp. 10N.7	0	0
MG592456.1:Vibrio alginolyticus	0	0
MG592456.1:Vibrio anguillarum	0	0
MG592456.1:Vibrio breoganii	0	0
MG592456.1:Vibrio cyclitrophicus	0	0
MG592456.1:Vibrio kanaloae	0	0
MG592456.1:Vibrio lentus	0	0
MG592456.1:Vibrio parahaemolyticus	0	0
MG592456.1:Vibrio sp. 10N.1	0	0
MG592456.1:Vibrio sp. 10N.2	0	0
MG592456.1:Vibrio sp. 10N.3	0	0
MG592456.1:Vibrio sp. 10N.4	0	0
MG592456.1:Vibrio sp. 10N.5	0	0
MG592456.1:Vibrio sp. F12	0	0
MG592456.1:Vibrio sp. F13	0	0
MG592456.1:Vibrio splendidus	0	0
MG592456.1:Vibrio tasmaniensis	0	0
MG592456.1:Vibrio vulnificus	0	0
MG592457.1:Aliivibrio fischeri	0	0
MG592457.1:Enterovibrio norvegicus	0	0
MG592457.1:Shewanella sp. 10N.6	0	0
MG592457.1:Shewanella sp. 10N.7	0	0
MG592457.1:Vibrio alginolyticus	0	0
MG592457.1:Vibrio anguillarum	0	0
MG592457.1:Vibrio breoganii	1	1
MG592457.1:Vibrio cyclitrophicus	0	0
MG592457.1:Vibrio kanaloae	0	0
MG592457.1:Vibrio lentus	0	0
MG592457.1:Vibrio parahaemolyticus	0	0
MG592457.1:Vibrio sp. 10N.1	0	0
MG592457.1:Vibrio sp. 10N.2	0	0
MG592457.1:Vibrio sp. 10N.3	0	0
MG592457.1:Vibrio sp. 10N.4	0	0
MG592457.1:Vibrio sp. 10N.5	0	0
MG592457.1:Vibrio sp. F12	0	0
MG592457.1:Vibrio sp. F13	0	0
MG592457.1:Vibrio splendidus	0	0
MG592457.1:Vibrio tasmaniensis	0	0
MG592457.1:Vibrio vulnificus	0	0
MG592458.1:Aliivibrio fischeri	0	0
MG592458.1:Enterovibrio norvegicus	0	0
MG592458.1:Shewanella sp. 10N.6	1	1
MG592458.1:Shewanella sp. 10N.7	0	0
MG592458.1:Vibrio alginolyticus	0	0
MG592458.1:Vibrio anguillarum	0	0
MG592458.1:Vibrio breoganii	1	1
MG592458.1:Vibrio cyclitrophicus	0	0
MG592458.1:Vibrio kanaloae	0	0
MG592458.1:Vibrio lentus	0	0
MG592458.1:Vibrio parahaemolyticus	0	0
MG592458.1:Vibrio sp. 10N.1	0	0
MG592458.1:Vibrio sp. 10N.2	0	0
MG592458.1:Vibrio sp. 10N.3	0	0
MG592458.1:Vibrio sp. 10N.4	0	0
MG592458.1:Vibrio sp. 10N.5	0	0
MG592458.1:Vibrio sp. F12	0	0
MG592458.1:Vibrio sp. F13	0	0
MG592458.1:Vibrio splendidus	0	0
MG592458.1:Vibrio tasmaniensis	0	0
MG592458.1:Vibrio vulnificus	0	0
MG592459.1:Aliivibrio fischeri	0	0
MG592459.1:Enterovibrio norvegicus	1	1
MG592459.1:Shewanella sp. 10N.6	0	0
MG592459.1:Shewanella sp. 10N.7	0	0
MG592459.1:Vibrio alginolyticus	0	0
MG592459.1:Vibrio anguillarum	0	0
MG592459.1:Vibrio breoganii	0	0
MG592459.1:Vibrio cyclitrophicus	0	0
MG592459.1:Vibrio kanaloae	0	0
MG592459.1:Vibrio lentus	0	0
MG592459.1:Vibrio parahaemolyticus	0	0
MG592459.1:Vibrio sp. 10N.1	0	0
MG592459.1:Vibrio sp. 10N.2	0	0
MG592459.1:Vibrio sp. 10N.3	0	0
MG592459.1:Vibrio sp. 10N.4	0	0
MG592459.1:Vibrio sp. 10N.5	0	0
MG592459.1:Vibrio sp. F12	0	0
MG592459.1:Vibrio sp. F13	0	0
MG592459.1:Vibrio splendidus	0	0
MG592459.1:Vibrio tasmaniensis	0	0
MG592459.1:Vibrio vulnificus	0	0
MG592460.1:Aliivibrio fischeri	0	0
MG592460.1:Enterovibrio norvegicus	0	0
MG592460.1:Shewanella sp. 10N.6	0	0
MG592460.1:Shewanella sp. 10N.7	0	0
MG592460.1:Vibrio alginolyticus	0	0
MG592460.1:Vibrio anguillarum	0	0
MG592460.1:Vibrio breoganii	1	1
MG592460.1:Vibrio cyclitrophicus	0	0
MG592460.1:Vibrio kanaloae	0	0
MG592460.1:Vibrio lentus	1	1
MG592460.1:Vibrio parahaemolyticus	0	0
MG592460.1:Vibrio sp. 10N.1	0	0
MG592460.1:Vibrio sp. 10N.2	0	0
MG592460.1:Vibrio sp. 10N.3	0	0
MG592460.1:Vibrio sp. 10N.4	0	0
MG592460.1:Vibrio sp. 10N.5	0	0
MG592460.1:Vibrio sp. F12	0	0
MG592460.1:Vibrio sp. F13	0	0
MG592460.1:Vibrio splendidus	0	0
MG592460.1:Vibrio tasmaniensis	0	0
MG592460.1:Vibrio vulnificus	0	0
MG592461.1:Aliivibrio fischeri	0	0
MG592461.1:Enterovibrio norvegicus	0	0
MG592461.1:Shewanella sp. 10N.6	0	0
MG592461.1:Shewanella sp. 10N.7	0	0
MG592461.1:Vibrio alginolyticus	0	0
MG592461.1:Vibrio anguillarum	0	0
MG592461.1:Vibrio breoganii	0	0
MG592461.1:Vibrio cyclitrophicus	0	0
MG592461.1:Vibrio kanaloae	0	0
MG592461.1:Vibrio lentus	0	0
MG592461.1:Vibrio parahaemolyticus	0	0
MG592461.1:Vibrio sp. 10N.1	0	0
MG592461.1:Vibrio sp. 10N.2	0	0
MG592461.1:Vibrio sp. 10N.3	0	0
MG592461.1:Vibrio sp. 10N.4	0	0
MG592461.1:Vibrio sp. 10N.5	0	0
MG592461.1:Vibrio sp. F12	0	0
MG592461.1:Vibrio sp. F13	0	0
MG592461.1:Vibrio splendidus	1	1
MG592461.1:Vibrio tasmaniensis	0	0
MG592461.1:Vibrio vulnificus	0	0
MG592462.1:Aliivibrio fischeri	0	0
MG592462.1:Enterovibrio norvegicus	0	0
MG592462.1:Shewanella sp. 10N.6	0	0
MG592462.1:Shewanella sp. 10N.7	0	0
MG592462.1:Vibrio alginolyticus	0	0
MG592462.1:Vibrio anguillarum	0	0
MG592462.1:Vibrio breoganii	0	0
MG592462.1:Vibrio cyclitrophicus	0	0
MG592462.1:Vibrio kanaloae	0	0
MG592462.1:Vibrio lentus	1	1
MG592462.1:Vibrio parahaemolyticus	0	0
MG592462.1:Vibrio sp. 10N.1	0	0
MG592462.1:Vibrio sp. 10N.2	0	0
MG592462.1:Vibrio sp. 10N.3	0	0
MG592462.1:Vibrio sp. 10N.4	0	0
MG592462.1:Vibrio sp. 10N.5	0	0
MG592462.1:Vibrio sp. F12	0	0
MG592462.1:Vibrio sp. F13	0	0
MG592462.1:Vibrio splendidus	0	0
MG592462.1:Vibrio tasmaniensis	0	0
MG592462.1:Vibrio vulnificus	0	0
MG592463.1:Aliivibrio fischeri	0	0
MG592463.1:Enterovibrio norvegicus	0	0
MG592463.1:Shewanella sp. 10N.6	0	0
MG592463.1:Shewanella sp. 10N.7	0	0
MG592463.1:Vibrio alginolyticus	0	0
MG592463.1:Vibrio anguillarum	0	0
MG592463.1:Vibrio breoganii	0	0
MG592463.1:Vibrio cyclitrophicus	0	0
MG592463.1:Vibrio kanaloae	0	0
MG592463.1:Vibrio lentus	1	1
MG592463.1:Vibrio parahaemolyticus	0	0
MG592463.1:Vibrio sp. 10N.1	0	0
MG592463.1:Vibrio sp. 10N.2	0	0
MG592463.1:Vibrio sp. 10N.3	0	0
MG592463.1:Vibrio sp. 10N.4	0	0
MG592463.1:Vibrio sp. 10N.5	0	0
MG592463.1:Vibrio sp. F12	0	0
MG592463.1:Vibrio sp. F13	0	0
MG592463.1:Vibrio splendidus	0	0
MG592463.1:Vibrio tasmaniensis	0	0
MG592463.1:Vibrio vulnificus	0	0
MG592464.1:Aliivibrio fischeri	0	0
MG592464.1:Enterovibrio norvegicus	0	0
MG592464.1:Shewanella sp. 10N.6	0	0
MG592464.1:Shewanella sp. 10N.7	0	0
MG592464.1:Vibrio alginolyticus	0	0
MG592464.1:Vibrio anguillarum	0	0
MG592464.1:Vibrio breoganii	0	0
MG592464.1:Vibrio cyclitrophicus	0	0
MG592464.1:Vibrio kanaloae	0	0
MG592464.1:Vibrio lentus	1	1
MG592464.1:Vibrio parahaemolyticus	0	0
MG592464.1:Vibrio sp. 10N.1	0	0
MG592464.1:Vibrio sp. 10N.2	0	0
MG592464.1:Vibrio sp. 10N.3	0	0
MG592464.1:Vibrio sp. 10N.4	0	0
MG592464.1:Vibrio sp. 10N.5	0	0
MG592464.1:Vibrio sp. F12	0	0
MG592464.1:Vibrio sp. F13	0	0
MG592464.1:Vibrio splendidus	0	0
MG592464.1:Vibrio tasmaniensis	0	0
MG592464.1:Vibrio vulnificus	0	0
MG592465.1:Aliivibrio fischeri	0	0
MG592465.1:Enterovibrio norvegicus	0	0
MG592465.1:Shewanella sp. 10N.6	0	0
MG592465.1:Shewanella sp. 10N.7	0	0
MG592465.1:Vibrio alginolyticus	0	0
MG592465.1:Vibrio anguillarum	0	0
MG592465.1:Vibrio breoganii	0	0
MG592465.1:Vibrio cyclitrophicus	0	0
MG592465.1:Vibrio kanaloae	0	0
MG592465.1:Vibrio lentus	0	0
MG592465.1:Vibrio parahaemolyticus	0	0
MG592465.1:Vibrio sp. 10N.1	0	0
MG592465.1:Vibrio sp. 10N.2	0	0
MG592465.1:Vibrio sp. 10N.3	0	0
MG592465.1:Vibrio sp. 10N.4	0	0
MG592465.1:Vibrio sp. 10N.5	0	0
MG592465.1:Vibrio sp. F12	0	0
MG592465.1:Vibrio sp. F13	0	0
MG592465.1:Vibrio splendidus	0	0
MG592465.1:Vibrio tasmaniensis	0	0
MG592465.1:Vibrio vulnificus	0	0
MG592466.1:Aliivibrio fischeri	0	0
MG592466.1:Enterovibrio norvegicus	0	0
MG592466.1:Shewanella sp. 10N.6	0	0
MG592466.1:Shewanella sp. 10N.7	0	0
MG592466.1:Vibrio alginolyticus	0	0
MG592466.1:Vibrio anguillarum	0	0
MG592466.1:Vibrio breoganii	0	0
MG592466.1:Vibrio cyclitrophicus	0	0
MG592466.1:Vibrio kanaloae	0	0
MG592466.1:Vibrio lentus	1	1
MG592466.1:Vibrio parahaemolyticus	0	0
MG592466.1:Vibrio sp. 10N.1	0	0
MG592466.1:Vibrio sp. 10N.2	0	0
MG592466.1:Vibrio sp. 10N.3	0	0
MG592466.1:Vibrio sp. 10N.4	0	0
MG592466.1:Vibrio sp. 10N.5	0	0
MG592466.1:Vibrio sp. F12	0	0
MG592466.1:Vibrio sp. F13	0	0
MG592466.1:Vibrio splendidus	0	0
MG592466.1:Vibrio tasmaniensis	0	0
MG592466.1:Vibrio vulnificus	0	0
MG592467.1:Aliivibrio fischeri	0	0
MG592467.1:Enterovibrio norvegicus	0	0
MG592467.1:Shewanella sp. 10N.6	0	0
MG592467.1:Shewanella sp. 10N.7	0	0
MG592467.1:Vibrio alginolyticus	0	0
MG592467.1:Vibrio anguillarum	0	0
MG592467.1:Vibrio breoganii	0	0
MG592467.1:Vibrio cyclitrophicus	0	0
MG592467.1:Vibrio kanaloae	0	0
MG592467.1:Vibrio lentus	0	0
MG592467.1:Vibrio parahaemolyticus	0	0
MG592467.1:Vibrio sp. 10N.1	0	0
MG592467.1:Vibrio sp. 10N.2	0	0
MG592467.1:Vibrio sp. 10N.3	0	0
MG592467.1:Vibrio sp. 10N.4	0	0
MG592467.1:Vibrio sp. 10N.5	0	0
MG592467.1:Vibrio sp. F12	1	1
MG592467.1:Vibrio sp. F13	0	0
MG592467.1:Vibrio splendidus	0	0
MG592467.1:Vibrio tasmaniensis	0	0
MG592467.1:Vibrio vulnificus	0	0
MG592468.1:Aliivibrio fischeri	0	0
MG592468.1:Enterovibrio norvegicus	0	0
MG592468.1:Shewanella sp. 10N.6	0	0
MG592468.1:Shewanella sp. 10N.7	0	0
MG592468.1:Vibrio alginolyticus	0	0
MG592468.1:Vibrio anguillarum	0	0
MG592468.1:Vibrio breoganii	0	0
MG592468.1:Vibrio cyclitrophicus	0	0
MG592468.1:Vibrio kanaloae	0	0
MG592468.1:Vibrio lentus	0	0
MG592468.1:Vibrio parahaemolyticus	0	0
MG592468.1:Vibrio sp. 10N.1	0	0
MG592468.1:Vibrio sp. 10N.2	0	0
MG592468.1:Vibrio sp. 10N.3	0	0
MG592468.1:Vibrio sp. 10N.4	0	0
MG592468.1:Vibrio sp. 10N.5	0	0
MG592468.1:Vibrio sp. F12	1	1
MG592468.1:Vibrio sp. F13	0	0
MG592468.1:Vibrio splendidus	0	0
MG592468.1:Vibrio tasmaniensis	0	0
MG592468.1:Vibrio vulnificus	0	0
MG592469.1:Aliivibrio fischeri	0	0
MG592469.1:Enterovibrio norvegicus	0	0
MG592469.1:Shewanella sp. 10N.6	0	0
MG592469.1:Shewanella sp. 10N.7	0	0
MG592469.1:Vibrio alginolyticus	0	0
MG592469.1:Vibrio anguillarum	0	0
MG592469.1:Vibrio breoganii	0	0
MG592469.1:Vibrio cyclitrophicus	1	1
MG592469.1:Vibrio kanaloae	0	0
MG592469.1:Vibrio lentus	1	1
MG592469.1:Vibrio parahaemolyticus	0	0
MG592469.1:Vibrio sp. 10N.1	0	0
MG592469.1:Vibrio sp. 10N.2	0	0
MG592469.1:Vibrio sp. 10N.3	0	0
MG592469.1:Vibrio sp. 10N.4	0	0
MG592469.1:Vibrio sp. 10N.5	0	0
MG592469.1:Vibrio sp. F12	1	1
MG592469.1:Vibrio sp. F13	0	0
MG592469.1:Vibrio splendidus	1	1
MG592469.1:Vibrio tasmaniensis	0	0
MG592469.1:Vibrio vulnificus	0	0
MG592470.1:Aliivibrio fischeri	0	0
MG592470.1:Enterovibrio norvegicus	0	0
MG592470.1:Shewanella sp. 10N.6	0	0
MG592470.1:Shewanella sp. 10N.7	0	0
MG592470.1:Vibrio alginolyticus	0	0
MG592470.1:Vibrio anguillarum	0	0
MG592470.1:Vibrio breoganii	0	0
MG592470.1:Vibrio cyclitrophicus	0	0
MG592470.1:Vibrio kanaloae	0	0
MG592470.1:Vibrio lentus	0	0
MG592470.1:Vibrio parahaemolyticus	0	0
MG592470.1:Vibrio sp. 10N.1	0	0
MG592470.1:Vibrio sp. 10N.2	0	0
MG592470.1:Vibrio sp. 10N.3	0	0
MG592470.1:Vibrio sp. 10N.4	0	0
MG592470.1:Vibrio sp. 10N.5	1	1
MG592470.1:Vibrio sp. F12	0	0
MG592470.1:Vibrio sp. F13	0	0
MG592470.1:Vibrio splendidus	0	0
MG592470.1:Vibrio tasmaniensis	0	0
MG592470.1:Vibrio vulnificus	0	0
MG592471.1:Aliivibrio fischeri	0	0
MG592471.1:Enterovibrio norvegicus	0	0
MG592471.1:Shewanella sp. 10N.6	0	0
MG592471.1:Shewanella sp. 10N.7	0	0
MG592471.1:Vibrio alginolyticus	0	0
MG592471.1:Vibrio anguillarum	0	0
MG592471.1:Vibrio breoganii	0	0
MG592471.1:Vibrio cyclitrophicus	0	0
MG592471.1:Vibrio kanaloae	0	0
MG592471.1:Vibrio lentus	1	1
MG592471.1:Vibrio parahaemolyticus	0	0
MG592471.1:Vibrio sp. 10N.1	0	0
MG592471.1:Vibrio sp. 10N.2	0	0
MG592471.1:Vibrio sp. 10N.3	0	0
MG592471.1:Vibrio sp. 10N.4	0	0
MG592471.1:Vibrio sp. 10N.5	0	0
MG592471.1:Vibrio sp. F12	0	0
MG592471.1:Vibrio sp. F13	0	0
MG592471.1:Vibrio splendidus	0	0
MG592471.1:Vibrio tasmaniensis	0	0
MG592471.1:Vibrio vulnificus	0	0
MG592472.1:Aliivibrio fischeri	0	0
MG592472.1:Enterovibrio norvegicus	0	0
MG592472.1:Shewanella sp. 10N.6	0	0
MG592472.1:Shewanella sp. 10N.7	0	0
MG592472.1:Vibrio alginolyticus	0	0
MG592472.1:Vibrio anguillarum	0	0
MG592472.1:Vibrio breoganii	0	0
MG592472.1:Vibrio cyclitrophicus	0	0
MG592472.1:Vibrio kanaloae	0	0
MG592472.1:Vibrio lentus	1	1
MG592472.1:Vibrio parahaemolyticus	0	0
MG592472.1:Vibrio sp. 10N.1	0	0
MG592472.1:Vibrio sp. 10N.2	0	0
MG592472.1:Vibrio sp. 10N.3	0	0
MG592472.1:Vibrio sp. 10N.4	0	0
MG592472.1:Vibrio sp. 10N.5	0	0
MG592472.1:Vibrio sp. F12	0	0
MG592472.1:Vibrio sp. F13	0	0
MG592472.1:Vibrio splendidus	0	0
MG592472.1:Vibrio tasmaniensis	0	0
MG592472.1:Vibrio vulnificus	0	0
MG592473.1:Aliivibrio fischeri	0	0
MG592473.1:Enterovibrio norvegicus	1	1
MG592473.1:Shewanella sp. 10N.6	0	0
MG592473.1:Shewanella sp. 10N.7	0	0
MG592473.1:Vibrio alginolyticus	0	0
MG592473.1:Vibrio anguillarum	0	0
MG592473.1:Vibrio breoganii	0	0
MG592473.1:Vibrio cyclitrophicus	0	0
MG592473.1:Vibrio kanaloae	0	0
MG592473.1:Vibrio lentus	0	0
MG592473.1:Vibrio parahaemolyticus	0	0
MG592473.1:Vibrio sp. 10N.1	0	0
MG592473.1:Vibrio sp. 10N.2	0	0
MG592473.1:Vibrio sp. 10N.3	0	0
MG592473.1:Vibrio sp. 10N.4	0	0
MG592473.1:Vibrio sp. 10N.5	0	0
MG592473.1:Vibrio sp. F12	0	0
MG592473.1:Vibrio sp. F13	0	0
MG592473.1:Vibrio splendidus	0	0
MG592473.1:Vibrio tasmaniensis	0	0
MG592473.1:Vibrio vulnificus	0	0
MG592474.1:Aliivibrio fischeri	0	0
MG592474.1:Enterovibrio norvegicus	0	0
MG592474.1:Shewanella sp. 10N.6	0	0
MG592474.1:Shewanella sp. 10N.7	0	0
MG592474.1:Vibrio alginolyticus	0	0
MG592474.1:Vibrio anguillarum	0	0
MG592474.1:Vibrio breoganii	0	0
MG592474.1:Vibrio cyclitrophicus	1	1
MG592474.1:Vibrio kanaloae	0	0
MG592474.1:Vibrio lentus	1	1
MG592474.1:Vibrio parahaemolyticus	0	0
MG592474.1:Vibrio sp. 10N.1	0	0
MG592474.1:Vibrio sp. 10N.2	0	0
MG592474.1:Vibrio sp. 10N.3	0	0
MG592474.1:Vibrio sp. 10N.4	0	0
MG592474.1:Vibrio sp. 10N.5	0	0
MG592474.1:Vibrio sp. F12	1	1
MG592474.1:Vibrio sp. F13	0	0
MG592474.1:Vibrio splendidus	1	1
MG592474.1:Vibrio tasmaniensis	0	0
MG592474.1:Vibrio vulnificus	0	0
MG592475.1:Aliivibrio fischeri	0	0
MG592475.1:Enterovibrio norvegicus	0	0
MG592475.1:Shewanella sp. 10N.6	0	0
MG592475.1:Shewanella sp. 10N.7	0	0
MG592475.1:Vibrio alginolyticus	0	0
MG592475.1:Vibrio anguillarum	0	0
MG592475.1:Vibrio breoganii	0	0
MG592475.1:Vibrio cyclitrophicus	0	0
MG592475.1:Vibrio kanaloae	0	0
MG592475.1:Vibrio lentus	0	0
MG592475.1:Vibrio parahaemolyticus	0	0
MG592475.1:Vibrio sp. 10N.1	0	0
MG592475.1:Vibrio sp. 10N.2	0	0
MG592475.1:Vibrio sp. 10N.3	0	0
MG592475.1:Vibrio sp. 10N.4	0	0
MG592475.1:Vibrio sp. 10N.5	0	0
MG592475.1:Vibrio sp. F12	0	0
MG592475.1:Vibrio sp. F13	0	0
MG592475.1:Vibrio splendidus	1	1
MG592475.1:Vibrio tasmaniensis	0	0
MG592475.1:Vibrio vulnificus	0	0
MG592476.1:Aliivibrio fischeri	0	0
MG592476.1:Enterovibrio norvegicus	0	0
MG592476.1:Shewanella sp. 10N.6	0	0
MG592476.1:Shewanella sp. 10N.7	0	0
MG592476.1:Vibrio alginolyticus	0	0
MG592476.1:Vibrio anguillarum	0	0
MG592476.1:Vibrio breoganii	0	0
MG592476.1:Vibrio cyclitrophicus	0	0
MG592476.1:Vibrio kanaloae	0	0
MG592476.1:Vibrio lentus	1	1
MG592476.1:Vibrio parahaemolyticus	0	0
MG592476.1:Vibrio sp. 10N.1	0	0
MG592476.1:Vibrio sp. 10N.2	0	0
MG592476.1:Vibrio sp. 10N.3	0	0
MG592476.1:Vibrio sp. 10N.4	0	0
MG592476.1:Vibrio sp. 10N.5	0	0
MG592476.1:Vibrio sp. F12	0	0
MG592476.1:Vibrio sp. F13	0	0
MG592476.1:Vibrio splendidus	0	0
MG592476.1:Vibrio tasmaniensis	0	0
MG592476.1:Vibrio vulnificus	0	0
MG592477.1:Aliivibrio fischeri	0	0
MG592477.1:Enterovibrio norvegicus	0	0
MG592477.1:Shewanella sp. 10N.6	0	0
MG592477.1:Shewanella sp. 10N.7	0	0
MG592477.1:Vibrio alginolyticus	0	0
MG592477.1:Vibrio anguillarum	0	0
MG592477.1:Vibrio breoganii	0	0
MG592477.1:Vibrio cyclitrophicus	0	0
MG592477.1:Vibrio kanaloae	0	0
MG592477.1:Vibrio lentus	0	0
MG592477.1:Vibrio parahaemolyticus	0	0
MG592477.1:Vibrio sp. 10N.1	0	0
MG592477.1:Vibrio sp. 10N.2	0	0
MG592477.1:Vibrio sp. 10N.3	0	0
MG592477.1:Vibrio sp. 10N.4	0	0
MG592477.1:Vibrio sp. 10N.5	0	0
MG592477.1:Vibrio sp. F12	0	0
MG592477.1:Vibrio sp. F13	0	0
MG592477.1:Vibrio splendidus	0	0
MG592477.1:Vibrio tasmaniensis	0	0
MG592477.1:Vibrio vulnificus	0	0
MG592478.1:Aliivibrio fischeri	0	0
MG592478.1:Enterovibrio norvegicus	0	0
MG592478.1:Shewanella sp. 10N.6	0	0
MG592478.1:Shewanella sp. 10N.7	0	0
MG592478.1:Vibrio alginolyticus	0	0
MG592478.1:Vibrio anguillarum	0	0
